Deck Name,Decklist,Event
Henry Vi-Lightsworn,"Main Deck — Monsters:
1x Aurkus, Lightsworn Druid
2x Celestia, Lightsworn Angel
1x Ehren, Lightsworn Monk
2x Garoth, Lightsworn Warrior
3x Honest
1x Jain, Lightsworn Paladin
2x Judgment Dragon
3x Lumina, Lightsworn Summoner
2x Lyla, Lightsworn Sorceress
3x Necro Gardna
1x Plaguespreader Zombie
1x Ryko, Lightsworn Hunter
2x Wulf, Lightsworn Beast

Main Deck — Spells:
3x Charge of the Light Brigade
2x Gold Sarcophagus
1x Heavy Storm
2x My Body as a Shield
1x Mystical Space Typhoon
3x Solar Recharge

Main Deck — Traps:
2x Beckoning Light
2x Bottomless Trap Hole
1x Trap Dustshoot

Extra Deck — Synchros:
1x Ancient Fairy Dragon
1x Arcanite Magician
1x Armory Arm
1x Avenging Knight Parshath
1x Black Rose Dragon
1x Colossal Fighter
1x Gaia Knight, the Force of Earth
1x Goyo Guardian
1x Light End Dragon
1x Magical Android
1x Red Dragon Archfiend
2x Stardust Dragon
1x Tempest Magician
1x Thought Ruler Archfiend",SJC Austin 2009
Ismael Esqueda-Chaos Control,"Main Deck — Monsters:
2x Armageddon Knight
1x Blackwing - Gale the Whirlwind
1x Caius the Shadow Monarch
1x Card Trooper
2x Chaos Sorcerer
3x Cyber Valley
1x Dark Armed Dragon
2x Dimensional Alchemist
1x Gorz the Emissary of Darkness
1x Mystic Tomato
3x Necro Gardna
1x Plaguespreader Zombie
2x Ryko, Lightsworn Hunter
1x Sangan

Main Deck — Spells:
2x Allure of Darkness
1x Brain Control
2x Burial from a Different Dimension
1x D.D.R. - Different Dimension Reincarnation
2x Gold Sarcophagus
1x Heavy Storm
1x Mind Control
1x My Body as a Shield
1x Mystical Space Typhoon

Main Deck — Traps:
2x Bottomless Trap Hole
1x Call of the Haunted
1x Divine Wrath
1x Mirror Force
1x Torrential Tribute

Extra Deck — Synchros:
2x Arcanite Magician
1x Black Rose Dragon
1x Blackwing Armed Wing
2x Blackwing Armor Master
2x Colossal Fighter
1x Gaia Knight, the Force of Earth
1x Goyo Guardian
1x Magical Android
2x Stardust Dragon",SJC Austin 2009
Jason Holloway-Twilight,"Main Deck — Monsters:
1x Aurkus, Lightsworn Druid
2x Celestia, Lightsworn Angel
2x Chaos Sorcerer
2x Garoth, Lightsworn Warrior
1x Gorz the Emissary of Darkness
3x Honest
2x Judgment Dragon
2x Lumina, Lightsworn Summoner
1x Lyla, Lightsworn Sorceress
3x Necro Gardna
1x Plaguespreader Zombie
1x Ryko, Lightsworn Hunter
2x Shiny Black ""C""
3x Wulf, Lightsworn Beast

Main Deck — Spells:
1x Burial from a Different Dimension
3x Charge of the Light Brigade
2x Gold Sarcophagus
1x Heavy Storm
1x Pot of Avarice
3x Solar Recharge

Main Deck — Traps:
2x Beckoning Light
2x Bottomless Trap Hole
1x Torrential Tribute

Extra Deck — Synchros:
1x Ancient Fairy Dragon
1x Armory Arm
1x Avenging Knight Parshath
1x Black Rose Dragon
1x Colossal Fighter
1x Gaia Knight, the Force of Earth
1x Goyo Guardian
2x Magical Android
1x Red Dragon Archfiend
2x Stardust Dragon
1x Tempest Magician
1x Thought Ruler Archfiend
1x X-Saber Urbellum",SJC Austin 2009
Maurice Brantley-Zombie TeleDAD,"Main Deck — Monsters:
1x Dark Armed Dragon
2x Destiny HERO - Defender
2x Destiny HERO - Malicious
1x Elemental HERO Stratos
1x Goblin Zombie
2x Krebons
2x Mezuki
1x Mystic Tomato
1x Plaguespreader Zombie
1x Pyramid Turtle
1x Rose, Warrior of Revenge
1x Sangan

Main Deck — Spells:
2x Allure of Darkness
1x Brain Control
3x Destiny Draw
1x Emergency Teleport
1x Enemy Controller
1x Gold Sarcophagus
1x Heavy Storm
1x Lightning Vortex
1x Mind Control
1x Mystical Space Typhoon
1x Reinforcement of the Army

Main Deck — Traps:
2x Bottomless Trap Hole
1x Mirror Force
2x Phoenix Wing Wind Blast
1x Return from the Different Dimension
2x Skill Drain
1x Solemn Judgment
1x Torrential Tribute

Extra Deck — Synchros:
1x Black Rose Dragon
2x Colossal Fighter
2x Dark End Dragon
2x Doomkaiser Dragon
1x Gaia Knight, the Force of Earth
1x Goyo Guardian
1x Magical Android
1x Red Dragon Archfiend
1x Revived King Ha Des
2x Stardust Dragon
1x Tempest Magician",SJC Austin 2009
Michael Huynh-Lightsworn,"Main Deck — Monsters:
2x Aurkus, Lightsworn Druid
3x Celestia, Lightsworn Angel
1x Ehren, Lightsworn Monk
2x Garoth, Lightsworn Warrior
3x Honest
1x Jain, Lightsworn Paladin
2x Judgment Dragon
2x Lumina, Lightsworn Summoner
2x Lyla, Lightsworn Sorceress
3x Necro Gardna
1x Plaguespreader Zombie
1x Ryko, Lightsworn Hunter
3x Wulf, Lightsworn Beast

Main Deck — Spells:
3x Charge of the Light Brigade
1x Foolish Burial
1x Heavy Storm
1x Pot of Avarice
3x Solar Recharge

Main Deck — Traps:
3x Beckoning Light
1x Mirror Force
2x Threatening Roar
1x Torrential Tribute

Extra Deck — Fusions:
1x Chimeratech Fortress Dragon

Extra Deck — Synchros:
1x Ancient Fairy Dragon
1x Arcanite Magician
1x Armory Arm
1x Avenging Knight Parshath
1x Black Rose Dragon
2x Colossal Fighter
1x Goyo Guardian
2x Magical Android
1x Red Dragon Archfiend
1x Stardust Dragon
1x Tempest Magician
1x Thought Ruler Archfiend",SJC Austin 2009
Morandice Black-Lightsworn,"Main Deck — Monsters:
2x Celestia, Lightsworn Angel
1x Ehren, Lightsworn Monk
1x Garoth, Lightsworn Warrior
3x Honest
1x Jain, Lightsworn Paladin
2x Judgment Dragon
2x Lumina, Lightsworn Summoner
2x Lyla, Lightsworn Sorceress
3x Necro Gardna
1x Phantom of Chaos
1x Plaguespreader Zombie
2x Ryko, Lightsworn Hunter
2x Wulf, Lightsworn Beast

Main Deck — Spells:
3x Charge of the Light Brigade
1x Giant Trunade
2x Gold Sarcophagus
1x Heavy Storm
1x Lightning Vortex
1x Monster Reincarnation
2x My Body as a Shield
1x Mystical Space Typhoon
3x Solar Recharge

Main Deck — Traps:
2x Beckoning Light

Extra Deck — Synchros:
1x Arcanite Magician
1x Armory Arm
1x Black Rose Dragon
1x Colossal Fighter
1x Gaia Knight, the Force of Earth
1x Goyo Guardian
1x Magical Android
1x Red Dragon Archfiend
1x Stardust Dragon
1x Tempest Magician
1x Thought Ruler Archfiend",SJC Austin 2009
Roy St. Clair-Zombie TeleDAD,"Main Deck — Monsters:
1x Dark Armed Dragon
2x Destiny HERO - Diamond Dude
2x Destiny HERO - Malicious
1x Elemental HERO Stratos
1x Goblin Zombie
2x Krebons
2x Mezuki
1x Mystic Tomato
1x Plaguespreader Zombie
2x Pyramid Turtle
1x Rose, Warrior of Revenge

Main Deck — Spells:
2x Allure of Darkness
1x Brain Control
3x Destiny Draw
1x Emergency Teleport
1x Gold Sarcophagus
1x Heavy Storm
1x Lightning Vortex
1x Mystical Space Typhoon
1x Reinforcement of the Army

Main Deck — Traps:
2x Bottomless Trap Hole
1x Call of the Haunted
2x Dimensional Prison
1x Dust Tornado
1x Mirror Force
1x Return from the Different Dimension
3x Skill Drain
1x Solemn Judgment
1x Torrential Tribute

Extra Deck — Synchros:
1x Black Rose Dragon
2x Colossal Fighter
2x Doomkaiser Dragon
1x Gaia Knight, the Force of Earth
1x Goyo Guardian
1x Magical Android
1x Red Dragon Archfiend
1x Revived King Ha Des
3x Stardust Dragon
1x Tempest Magician
1x Thought Ruler Archfiend",SJC Austin 2009
Rudy Munoz-Twilight,"Main Deck — Monsters:
1x Aurkus, Lightsworn Druid
2x Celestia, Lightsworn Angel
2x Chaos Sorcerer
1x Dark Armed Dragon
1x Ehren, Lightsworn Monk
1x Garoth, Lightsworn Warrior
3x Honest
1x Jain, Lightsworn Paladin
2x Judgment Dragon
3x Lumina, Lightsworn Summoner
2x Lyla, Lightsworn Sorceress
3x Necro Gardna
1x Plaguespreader Zombie
1x Ryko, Lightsworn Hunter
2x Wulf, Lightsworn Beast

Main Deck — Spells:
3x Charge of the Light Brigade
1x Heavy Storm
1x Lightning Vortex
2x Monster Reincarnation
3x Solar Recharge

Main Deck — Traps:
2x Beckoning Light
1x Mirror Force
2x Threatening Roar

Extra Deck — Synchros:
1x Armory Arm
1x Avenging Knight Parshath
1x Black Rose Dragon
1x Colossal Fighter
1x Goyo Guardian
1x Light End Dragon
2x Magical Android
2x Red Dragon Archfiend
1x Sea Dragon Lord Gishilnodon
2x Stardust Dragon
1x Tempest Magician
1x Thought Ruler Archfiend",SJC Austin 2009
ryanspicer-Chaos Control,"Main Deck — Monsters:
1x Caius the Shadow Monarch
1x Card Trooper
2x Chaos Sorcerer
1x D.D. Crow
1x Dark Armed Dragon
1x Dark Grepher
1x Destiny HERO - Fear Monger
2x Destiny HERO - Malicious
2x Dimensional Alchemist
1x Elemental HERO Stratos
1x Gorz the Emissary of Darkness
1x Krebons
2x Mystic Tomato
1x Plaguespreader Zombie
2x Ryko, Lightsworn Hunter
1x Sangan

Main Deck — Spells:
2x Allure of Darkness
1x Book of Moon
1x Brain Control
2x Destiny Draw
1x Gold Sarcophagus
1x Heavy Storm
1x Mind Control
1x Mystical Space Typhoon
1x Reinforcement of the Army
1x Smashing Ground

Main Deck — Traps:
2x Bottomless Trap Hole
1x Call of the Haunted
1x Mirror Force
1x Royal Oppression
1x Solemn Judgment
1x Torrential Tribute
1x Trap Dustshoot

Extra Deck — Synchros:
1x Ancient Fairy Dragon
1x Armory Arm
1x Black Rose Dragon
1x Blackwing Armor Master
2x Colossal Fighter
1x Gaia Knight, the Force of Earth
1x Goyo Guardian
1x Magical Android
1x Red Dragon Archfiend
2x Stardust Dragon
1x Thought Ruler Archfiend
1x X-Saber Urbellum
1x XX-Saber Gottoms",SJC Austin 2009
Brian Hines-Lightsworn,"Main Deck — Monsters:
1x Archlord Kristya
1x Aurkus, Lightsworn Druid
2x Celestia, Lightsworn Angel
1x Ehren, Lightsworn Monk
1x Garoth, Lightsworn Warrior
3x Honest
1x Jain, Lightsworn Paladin
2x Judgment Dragon
2x Lumina, Lightsworn Summoner
2x Lyla, Lightsworn Sorceress
3x Necro Gardna
1x Plaguespreader Zombie
1x Ryko, Lightsworn Hunter
1x Shire, Lightsworn Spirit
2x Wulf, Lightsworn Beast

Main Deck — Spells:
1x Burial from a Different Dimension
3x Charge of the Light Brigade
1x Heavy Storm
1x Monster Reincarnation
2x My Body as a Shield
3x Solar Recharge

Main Deck — Traps:
2x Beckoning Light
1x Mirror Force
1x Torrential Tribute
2x Waboku

Extra Deck — Synchros:
1x Ally of Justice Catastor
1x Ancient Fairy Dragon
1x Arcanite Magician
1x Armory Arm
1x Black Rose Dragon
1x Brionac, Dragon of the Ice Barrier
1x Colossal Fighter
1x Goyo Guardian
1x Magical Android
1x Psychic Lifetrancer
1x Red Dragon Archfiend
1x Stardust Dragon
1x Tempest Magician
1x Thought Ruler Archfiend
1x X-Saber Urbellum",SJC Columbus 2009
Desmond Brown-Zombie TeleDAD,"Main Deck — Monsters:
1x Blackwing - Gale the Whirlwind
1x Caius the Shadow Monarch
1x Dark Armed Dragon
1x Dark Grepher
1x Destiny HERO - Diamond Dude
1x Destiny HERO - Doom Lord
2x Destiny HERO - Malicious
1x Elemental HERO Stratos
2x Goblin Zombie
2x Mezuki
1x Mystic Tomato
2x Necro Gardna
1x Plaguespreader Zombie
1x Sangan
1x Spirit Reaper
2x Zombie Master

Main Deck — Spells:
2x Allure of Darkness
2x Book of Life
1x Brain Control
2x Burial from a Different Dimension
3x Destiny Draw
1x Foolish Burial
1x Heavy Storm
1x Reinforcement of the Army

Main Deck — Traps:
2x Bottomless Trap Hole
1x Return from the Different Dimension
2x Threatening Roar
1x Torrential Tribute

Extra Deck — Synchros:
1x Ally of Justice Catastor
1x Black Rose Dragon
1x Colossal Fighter
2x Doomkaiser Dragon
2x Gaia Knight, the Force of Earth
1x Goyo Guardian
1x Mist Wurm
1x Red Dragon Archfiend
1x Revived King Ha Des
2x Stardust Dragon
1x Thought Ruler Archfiend
1x X-Saber Urbellum",SJC Columbus 2009
George Murray-Blackwing,"Main Deck — Monsters:
2x Blackwing - Blizzard the Far North
3x Blackwing - Bora the Spear
1x Blackwing - Gale the Whirlwind
3x Blackwing - Kalut the Moon Shadow
3x Blackwing - Shura the Blue Flame
3x Blackwing - Sirocco the Dawn
1x Blackwing - Vayu the Emblem of Honor
2x D.D. Crow
1x Dark Armed Dragon

Main Deck — Spells:
2x Allure of Darkness
3x Black Whirlwind
1x Brain Control
1x Heavy Storm
1x My Body as a Shield
1x Mystical Space Typhoon

Main Deck — Traps:
2x Bottomless Trap Hole
3x Icarus Attack
1x Mirror Force
2x Royal Oppression
1x Solemn Judgment
1x Torrential Tribute
2x Waboku

Extra Deck — Synchros:
1x Ally of Justice Catastor
1x Black Rose Dragon
3x Blackwing Armed Wing
3x Blackwing Armor Master
1x Brionac, Dragon of the Ice Barrier
1x Colossal Fighter
1x Gaia Knight, the Force of Earth
1x Goyo Guardian
1x Magical Android
1x Mist Wurm
1x Stardust Dragon",SJC Columbus 2009
Ivan Anamaria-Lightsworn,"Main Deck — Monsters:
2x Aurkus, Lightsworn Druid
2x Celestia, Lightsworn Angel
1x Ehren, Lightsworn Monk
2x Garoth, Lightsworn Warrior
3x Honest
1x Jain, Lightsworn Paladin
2x Judgment Dragon
3x Lumina, Lightsworn Summoner
2x Lyla, Lightsworn Sorceress
3x Necro Gardna
1x Plaguespreader Zombie
2x Ryko, Lightsworn Hunter
2x Wulf, Lightsworn Beast

Main Deck — Spells:
1x Brain Control
1x Card Destruction
3x Charge of the Light Brigade
1x Gold Sarcophagus
1x Heavy Storm
2x Monster Reincarnation
3x Solar Recharge

Main Deck — Traps:
1x Beckoning Light
2x Phoenix Wing Wind Blast
2x Royal Decree

Extra Deck — Synchros:
2x Ally of Justice Catastor
1x Ancient Fairy Dragon
1x Arcanite Magician
1x Avenging Knight Parshath
1x Black Rose Dragon
1x Brionac, Dragon of the Ice Barrier
1x Colossal Fighter
1x Gaia Knight, the Force of Earth
1x Goyo Guardian
1x Magical Android
1x Red Dragon Archfiend
1x Stardust Dragon
1x Tempest Magician
1x Thought Ruler Archfiend",SJC Columbus 2009
Jason Holloway-Twilight,"Main Deck — Monsters:
1x Aurkus, Lightsworn Druid
1x Card Trooper
2x Celestia, Lightsworn Angel
2x Chaos Sorcerer
1x D.D. Crow
2x Garoth, Lightsworn Warrior
3x Honest
2x Judgment Dragon
2x Lumina, Lightsworn Summoner
2x Lyla, Lightsworn Sorceress
3x Necro Gardna
1x Plaguespreader Zombie
1x Ryko, Lightsworn Hunter
3x Wulf, Lightsworn Beast

Main Deck — Spells:
3x Charge of the Light Brigade
2x Gold Sarcophagus
1x Heavy Storm
1x Pot of Avarice
3x Solar Recharge

Main Deck — Traps:
2x Beckoning Light
2x Bottomless Trap Hole
1x Torrential Tribute
1x Trap Dustshoot

Extra Deck — Synchros:
2x Ally of Justice Catastor
1x Ancient Fairy Dragon
1x Avenging Knight Parshath
1x Black Rose Dragon
2x Brionac, Dragon of the Ice Barrier
1x Colossal Fighter
1x Goyo Guardian
1x Magical Android
1x Mist Wurm
1x Red Dragon Archfiend
1x Stardust Dragon
1x Tempest Magician
1x X-Saber Urbellum",SJC Columbus 2009
Jeff Jones-Diva Zombie,"Main Deck — Monsters:
1x Blackwing - Gale the Whirlwind
1x Caius the Shadow Monarch
1x Dark Armed Dragon
2x Deep Sea Diva
2x Goblin Zombie
1x Gorz the Emissary of Darkness
2x Mezuki
2x Mystic Tomato
1x Plaguespreader Zombie
2x Pyramid Turtle
1x Sangan
1x Spirit Reaper
1x Zombie Master

Main Deck — Spells:
2x Allure of Darkness
1x Book of Moon
1x Brain Control
3x Burial from a Different Dimension
2x Foolish Burial
2x Gold Sarcophagus
1x Heavy Storm
1x Mind Control
2x My Body as a Shield
1x Mystical Space Typhoon

Main Deck — Traps:
2x Bottomless Trap Hole
1x Call of the Haunted
1x Dust Tornado
1x Mirror Force
1x Solemn Judgment
1x Torrential Tribute

Extra Deck — Synchros:
1x Ally of Justice Catastor
1x Black Rose Dragon
1x Blackwing Armor Master
2x Brionac, Dragon of the Ice Barrier
1x Colossal Fighter
1x Dark End Dragon
2x Doomkaiser Dragon
1x Goyo Guardian
1x Magical Android
1x Red Dragon Archfiend
1x Revived King Ha Des
2x Stardust Dragon",SJC Columbus 2009
Kevin Slapnik-Zombie TeleDAD,"Main Deck — Monsters:
1x Blackwing - Gale the Whirlwind
3x Caius the Shadow Monarch
1x Dark Armed Dragon
2x Destiny HERO - Diamond Dude
2x Destiny HERO - Malicious
1x Elemental HERO Stratos
2x Goblin Zombie
1x Gorz the Emissary of Darkness
2x Mezuki
2x Mystic Tomato
1x Plaguespreader Zombie
1x Sangan
1x Spirit Reaper

Main Deck — Spells:
2x Allure of Darkness
1x Brain Control
3x Destiny Draw
1x Gold Sarcophagus
1x Heavy Storm
1x Lightning Vortex
1x Mystical Space Typhoon
1x Reinforcement of the Army
1x Smashing Ground

Main Deck — Traps:
2x Bottomless Trap Hole
1x Call of the Haunted
1x Mirror Force
2x Phoenix Wing Wind Blast
1x Solemn Judgment
1x Torrential Tribute
1x Trap Dustshoot

Extra Deck — Synchros:
1x Ally of Justice Catastor
1x Black Rose Dragon
1x Blackwing Armor Master
2x Brionac, Dragon of the Ice Barrier
1x Colossal Fighter
1x Doomkaiser Dragon
1x Goyo Guardian
1x Magical Android
1x Mist Wurm
1x Red Dragon Archfiend
1x Revived King Ha Des
2x Stardust Dragon
1x Thought Ruler Archfiend",SJC Columbus 2009
Kevin Van-Lightsworn,"Main Deck — Monsters:
1x Aurkus, Lightsworn Druid
2x Celestia, Lightsworn Angel
1x Ehren, Lightsworn Monk
2x Garoth, Lightsworn Warrior
1x Gorz the Emissary of Darkness
3x Honest
2x Judgment Dragon
2x Lumina, Lightsworn Summoner
2x Lyla, Lightsworn Sorceress
3x Necro Gardna
1x Plaguespreader Zombie
1x Ryko, Lightsworn Hunter
2x Wulf, Lightsworn Beast

Main Deck — Spells:
3x Charge of the Light Brigade
1x Giant Trunade
2x Gold Sarcophagus
1x Heavy Storm
2x Lightning Vortex
1x Monster Reincarnation
1x My Body as a Shield
1x Mystical Space Typhoon
3x Solar Recharge

Main Deck — Traps:
2x Beckoning Light

Extra Deck — Synchros:
1x Ally of Justice Catastor
1x Ancient Fairy Dragon
1x Ancient Sacred Wyvern
1x Armory Arm
1x Avenging Knight Parshath
1x Black Rose Dragon
1x Brionac, Dragon of the Ice Barrier
1x Colossal Fighter
1x Gaia Knight, the Force of Earth
1x Goyo Guardian
1x Magical Android
1x Red Dragon Archfiend
1x Stardust Dragon
1x Tempest Magician
1x Thought Ruler Archfiend",SJC Columbus 2009
LazaroBellido-Zombie TeleDAD,"Main Deck — Monsters:
1x Blackwing - Gale the Whirlwind
2x Caius the Shadow Monarch
1x Dark Armed Dragon
2x Goblin Zombie
1x Gorz the Emissary of Darkness
2x Krebons
2x Mezuki
2x Mystic Tomato
1x Plaguespreader Zombie
2x Pyramid Turtle
1x Sangan
1x Tragoedia
1x Zombie Master

Main Deck — Spells:
2x Allure of Darkness
2x Book of Moon
1x Brain Control
2x Burial from a Different Dimension
1x Creature Swap
1x Emergency Teleport
1x Heavy Storm
1x Lightning Vortex
1x My Body as a Shield
1x Mystical Space Typhoon

Main Deck — Traps:
2x Bottomless Trap Hole
1x Call of the Haunted
1x Dimensional Prison
1x Dust Tornado
1x Mirror Force
1x Phoenix Wing Wind Blast
1x Solemn Judgment
1x Torrential Tribute

Extra Deck — Synchros:
1x Ally of Justice Catastor
1x Black Rose Dragon
1x Blackwing Armor Master
2x Brionac, Dragon of the Ice Barrier
2x Colossal Fighter
1x Dark End Dragon
2x Doomkaiser Dragon
1x Goyo Guardian
1x Revived King Ha Des
2x Stardust Dragon
1x Tempest Magician",SJC Columbus 2009
Marquis Johnson-Zombie TeleDAD,"Main Deck — Monsters:
1x Dark Armed Dragon
1x Dark Grepher
1x Destiny HERO - Doom Lord
2x Destiny HERO - Malicious
1x Destiny HERO - Plasma
1x Elemental HERO Stratos
2x Goblin Zombie
1x Gorz the Emissary of Darkness
2x Krebons
2x Mezuki
1x Mystic Tomato
1x Necro Gardna
1x Plaguespreader Zombie
1x Sangan
1x Tragoedia

Main Deck — Spells:
2x Allure of Darkness
1x Brain Control
1x Burial from a Different Dimension
3x Destiny Draw
1x Emergency Teleport
1x Giant Trunade
1x Heavy Storm
1x Lightning Vortex
1x Mystical Space Typhoon
1x Reinforcement of the Army
1x Scapegoat

Main Deck — Traps:
2x Bottomless Trap Hole
1x Call of the Haunted
1x Phoenix Wing Wind Blast
1x Solemn Judgment
1x Torrential Tribute
1x Trap Dustshoot

Extra Deck — Synchros:
1x Ally of Justice Catastor
1x Armory Arm
1x Black Rose Dragon
2x Brionac, Dragon of the Ice Barrier
2x Colossal Fighter
2x Doomkaiser Dragon
1x Gaia Knight, the Force of Earth
1x Goyo Guardian
1x Magical Android
1x Revived King Ha Des
2x Stardust Dragon",SJC Columbus 2009
Nicky Lacaille-Blackwing,"Main Deck — Monsters:
2x Blackwing - Blizzard the Far North
3x Blackwing - Bora the Spear
1x Blackwing - Gale the Whirlwind
3x Blackwing - Kalut the Moon Shadow
3x Blackwing - Shura the Blue Flame
3x Blackwing - Sirocco the Dawn
2x Blackwing - Vayu the Emblem of Honor
1x Dark Armed Dragon

Main Deck — Spells:
2x Allure of Darkness
3x Black Whirlwind
2x Book of Moon
1x Brain Control
1x Heavy Storm
2x My Body as a Shield
1x Mystical Space Typhoon

Main Deck — Traps:
2x Bottomless Trap Hole
3x Icarus Attack
1x Mirror Force
1x Royal Oppression
1x Solemn Judgment
1x Torrential Tribute
1x Trap Dustshoot

Extra Deck — Synchros:
2x Ally of Justice Catastor
1x Black Rose Dragon
1x Blackwing - Silverwind the Ascendant
2x Blackwing Armed Wing
2x Blackwing Armor Master
1x Brionac, Dragon of the Ice Barrier
1x Colossal Fighter
1x Goyo Guardian
1x Magical Android
1x Mist Wurm
1x Red Dragon Archfiend
1x Stardust Dragon",SJC Columbus 2009
Peter Cheng-Lightsworn,"Main Deck — Monsters:
1x Aurkus, Lightsworn Druid
3x Celestia, Lightsworn Angel
2x Garoth, Lightsworn Warrior
1x Gorz the Emissary of Darkness
3x Honest
2x Judgment Dragon
3x Lumina, Lightsworn Summoner
2x Lyla, Lightsworn Sorceress
3x Necro Gardna
1x Plaguespreader Zombie
1x Ryko, Lightsworn Hunter
3x Wulf, Lightsworn Beast

Main Deck — Spells:
1x Brain Control
3x Charge of the Light Brigade
2x Foolish Burial
1x Gold Sarcophagus
1x Heavy Storm
1x Pot of Avarice
3x Solar Recharge

Main Deck — Traps:
2x Beckoning Light
1x Mirror Force
1x Trap Dustshoot

Extra Deck — Synchros:
1x Ally of Justice Catastor
1x Armory Arm
1x Black Rose Dragon
1x Brionac, Dragon of the Ice Barrier
1x Colossal Fighter
1x Gaia Knight, the Force of Earth
1x Goyo Guardian
1x Magical Android
1x Mist Wurm
1x Red Dragon Archfiend
1x Stardust Dragon
1x Thought Ruler Archfiend",SJC Columbus 2009
